feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,y
-3.1584943368987473,15.10447154586383,19.831734915864086,-0.5640024692561822,29.266849751840624,674.3859855305092,47.1239380883053,10.856540702956508,39.18959277529354,B,B,D,1
12.029435201473685,15.507989871394775,33.4927894869954,-4.024303547333335,18.334569066086083,364.97672218042015,63.15698171033435,10.946268679679566,32.84379148249305,A,C,D,0
68.48432298004707,13.438310739430857,7.871000929396139,0.5667516770083012,39.13588290369458,1331.8114018241104,25.902631364921184,11.17532294371414,35.910043224443456,B,A,D,0
31.52589899351143,13.209948394040522,20.905033317091466,-0.7936575514676777,49.30460371215251,707.8867862156592,46.348094804393625,10.831318156098291,35.74765566208696,B,D,B,0
-33.788684131797396,17.09148324641582,21.017596045582135,1.201726747441175,7.598653541397304,607.77979886832,64.81159650263143,11.015808695817388,24.710730191693237,A,A,C,1
12.239790836031528,14.63662994198277,14.305079589776138,0.4030244282387645,38.315446287197254,896.3087128589453,46.48689760247282,11.301463135066998,18.70613829011782,C,B,E,0
36.511004657612155,15.902318028852301,34.72364133385921,0.24662458003773646,37.90757998307439,1032.5926775919304,27.596498488637096,11.288714521621614,20.141100034540905,B,A,A,0
19.704168969818994,16.224478167343076,36.708854007092036,0.27747498513363145,15.499040724347644,1004.6937527091709,28.75096978670387,11.169696786675994,43.1669185022002,B,B,E,1
-27.92183721763052,12.820725430696015,38.02903505237654,-2.8117604538036804,29.408350844806577,547.7279206268545,50.47992899076765,11.35362822240588,42.455738728825665,C,B,E,1
26.733739845802123,15.88123301680427,28.30182764190026,-1.2807491645494857,24.887869082291996,993.5612299324067,25.464743321288772,11.065607766626165,38.7106947024058,B,B,D,1
5.718751890718243,16.507601459954923,43.395998892083085,-0.37672016907710226,36.690279117484025,845.9021655410779,68.17588175574463,10.442775893000888,44.72580824253967,A,D,E,0
4.526585919211192,16.94264195320419,18.549759642171775,0.9124762532554531,11.009927107669135,654.0996766007273,60.74640755756508,10.45198289097313,20.993818152239466,A,A,B,1
46.9897873298798,13.637530387871069,32.792254892479974,2.988736671217807,37.929077918454624,1240.761865523838,31.341845928850397,11.12586979346029,46.459848215377974,C,C,C,0
30.2989303740938,14.635589090116394,24.994902016500266,-1.4668990183012134,37.00981003329519,1011.2846136675147,18.216585890112157,11.025132356431298,31.685339042221834,C,B,B,0
-17.367728101107783,13.771471553328222,18.60730519355441,-1.1054612911020123,36.653112753133875,339.1004164701839,24.33108466794778,10.79878418746882,42.04239873874011,C,B,F,0
-19.27096012141964,13.05040524649665,19.703735706067242,0.8009018210412162,32.207768623596266,817.0591019292648,56.49812496654799,10.894246196820761,56.80178978339463,C,B,C,1
85.20766651607484,13.502483114658098,19.523622852041434,-0.4761482704952157,43.85737461587152,798.2456852744903,49.66050124537421,11.277176450116716,31.088377624892566,B,C,B,0
17.207195441550397,15.4678417595755,20.903819263125676,0.9902934158821415,18.667458089956266,805.4595510446981,49.42724871451414,10.978249696737896,36.52969052602713,B,C,C,1
12.86503489490939,15.092467234645781,33.889649583422774,1.341400217707998,18.791921448936925,1183.065725499722,40.78310700819099,10.932220389077639,40.70159937724412,B,B,E,1
-12.35891936350513,13.863818519315418,37.73427789225759,-1.355477132716858,32.66956573679886,1077.9468391951905,51.84398308083357,10.271720634896395,40.62391426317834,B,B,E,0
-7.663467221841085,14.637962534120872,28.333065022112535,0.7354175597429027,20.307318568753573,408.7719792865326,52.70995819812704,10.754225280770086,31.62877562700907,B,A,C,1
-16.03215765052024,12.341614634839159,31.303503423755735,-0.007649448969452133,19.031087658788977,870.7354655593629,51.321737382273014,10.16780046843597,36.67394735311101,C,D,F,0
25.973636896409023,13.232240023347204,19.489455269320857,0.7447176857018001,36.77794858533086,1035.5411011984909,41.759135165889575,10.633170268536388,31.947207515962333,B,B,C,1
39.77561930129676,14.920792803621195,12.986702287120949,2.469818602671624,44.92119462994765,710.7521745968132,53.06726815672307,10.392267212331953,56.72530001435243,C,C,D,1
-6.101650915785887,16.299006774966912,23.221849278055956,0.19814220146089923,14.137871347113418,707.1615602721706,54.435040370860754,10.910603291035546,27.95728634583994,A,A,D,1
39.168176490825786,15.379272854191056,30.28431820418447,1.0758069033349553,34.989764878704456,737.6110929010619,48.03447342038484,11.064640587839492,34.07003726460856,B,D,C,1
19.306019281214706,12.455430824448374,31.561591139803205,-2.1374374949892188,45.68643974629897,435.39964267411574,34.15717348446473,10.598715790482899,38.71710779686392,C,C,D,1
5.661714157797201,15.570347270390041,18.433030163580945,0.6921441837867188,43.717301161524894,547.2611625509421,53.37597143309437,11.222772797204655,40.40763121766434,A,A,A,0
-13.25048393846398,15.425514560733426,31.742232383503907,1.7289779154093807,38.842422323084506,959.9980363444449,69.4008096315793,10.714175722446068,55.857941188971395,B,D,F,0
-33.36315884330546,15.332488696755053,16.39568799755601,1.0758450061258684,24.16068270031939,675.8031883620714,58.85717094130785,10.84072019170647,28.669550345379704,B,B,C,1
-22.021141206942545,17.325378935731756,35.89620752800328,1.0677479765637576,38.918622296434926,1066.664369963819,21.332077754191815,11.260280162459647,35.55100018606221,B,A,A,0
-34.82572853730607,14.998455401005721,21.033980422426346,-0.8650382142496336,19.790691412003085,755.6123919910829,41.078451253187744,10.862490113995236,29.622718858853496,B,C,C,1
14.970737437108038,16.78263114322672,15.706726118047406,3.4276069979514876,13.50819552257527,935.4716699354893,62.184241446773754,10.472131686384557,33.63690451971763,A,A,B,1
31.06255148967434,15.233125782603938,32.495225543757655,3.376598389649326,31.122349661008624,744.5206006052161,72.4937799618129,10.85639527083174,36.66651549243106,B,D,F,0
-86.10919238360134,16.62471248522239,36.153632362202025,1.3550088138865253,28.12812381384077,988.2682339670945,15.458122221295213,10.56783140084543,32.16313925460868,A,B,B,0
62.674674565044015,15.232380195683795,21.753439395540887,-0.3590136752948867,42.242369336845236,565.7700445175909,34.5198853155828,10.474813287853454,51.720879671998944,B,B,D,1
-15.984633409643912,14.150528643626826,46.15862275768164,-1.1121156942534918,34.464375106003686,712.7238136140926,66.78122085033128,10.53184503229564,48.31464476711789,A,D,E,0
1.0324587938382077,14.156654034345843,30.179440152172283,1.1573925350155034,35.67385096436551,604.813600055608,71.67258338072041,11.111797932318238,30.1997054073381,B,C,F,0
8.202391397845009,15.237367542597825,42.87920533626295,1.5322014565938067,29.137294600059743,1060.5551653197824,40.71154168217668,10.711558791915216,40.788763164794254,C,A,C,0
13.27483927189471,15.43129686720775,38.756635878931014,1.5477497364254358,40.827957561377644,979.8410373022091,64.65339673695294,10.993008777027134,46.17787139606918,A,B,B,0
-19.302934177767227,14.247611159973774,21.243589059256045,2.0845041035570957,13.1857210309837,793.7772820597073,42.228508179372255,10.772398065796748,30.734935450112012,A,A,B,1
28.887323486701668,14.076170574957667,28.538676271071008,-0.49467855478080897,27.058626153611165,868.7720077335997,47.60811740154163,10.979027787988574,51.24191391823237,B,A,E,1
17.088236861063084,17.18107478601642,21.524606700056687,-1.8890145489868175,14.391258093838694,787.0052931986463,36.22763846611865,11.569872193568676,31.898365712869385,A,C,A,1
26.78228700881098,13.460708815841498,34.23451174183947,1.1584086501178312,13.761313649904725,1220.3758231938152,43.82039718701501,11.599973755529797,47.239691550255955,B,A,C,1
24.818960627387494,15.513351991227115,33.93260690169708,-1.95539980001133,14.508382533698743,272.646648952231,36.383145070469595,10.886563408725555,29.163256639492477,A,A,D,1
2.0499975654308784,14.696275160580537,32.18289692218633,0.8932085984660516,37.05700087775585,848.6241009698291,60.94479492037716,10.822907844705638,41.93091747060562,B,B,C,0
28.530906536804387,15.643719599774093,28.631877892114016,0.7477498172679542,30.036621099940074,653.1646911547542,68.64089828569149,11.379258503134196,28.356802935878875,A,B,D,0
27.282742680506782,14.443157424598168,36.08546828971571,-2.538739491558418,23.18633908480374,660.2943909957294,52.422949028927164,10.765328588576542,46.058428188108536,B,A,E,1
-10.05516349579203,13.352965226770468,37.36655091714688,-0.10854161174118715,30.840030989784612,951.0820335058329,63.29598704126704,11.03773454368382,23.097764464423935,A,B,E,0
-34.44751956381494,14.241858602142807,28.031834367417645,0.718360012879345,19.24157086960644,677.770834877481,4.592739604340473,11.119156115759038,25.44358348518967,A,B,C,1
12.50539179172952,17.632711123720043,37.54028820221061,2.463504794799133,28.280557341551507,1050.0137872543091,45.27727318317203,11.07334320715848,34.26428505529199,B,A,C,0
21.595366487603354,13.163638829835003,43.75588292561238,1.4783652680251123,34.40571428926314,715.6246978499844,82.25522374669129,10.70829000453688,48.18681763092719,A,C,G,0
-4.629525702102807,14.866589394495934,26.929715928743185,3.2253746218664734,25.060983672945817,640.1400089882543,48.299802876889935,11.036672770809659,38.583434645160125,B,C,B,0
60.97642647970547,13.890187702877874,23.046735357161843,0.055513736235526245,29.542313139372666,1061.674724769333,51.008316771945196,11.324503579931113,60.026174359802745,A,B,D,0
-13.913658445697639,13.759346837396242,25.020806037094754,-1.67877081111293,46.58898150390984,815.224345077595,66.71813500390786,10.696618323588197,50.623343528776466,B,C,C,0
-0.9844368407987814,14.075795374550957,44.54763355424935,1.4844101424963072,18.691374198763505,1257.1765661916945,19.68234458184866,11.313710168719897,39.60096613580026,B,A,E,1
30.27953939309885,12.591560641907098,12.226762895383501,-0.06793380443271085,46.560552103290576,689.6614183977405,41.22662244562506,10.391482594943746,47.38923495833551,C,C,D,1
62.5037610651306,15.071933841698506,28.6083741819471,3.0056955112870445,29.82373137513354,1163.8261759262107,36.28868518799377,10.863574568877603,20.769426377805623,B,C,E,0
49.6041295040519,13.648236850512784,31.138347607434348,0.1762383532448445,24.3673704290297,1074.9808894915611,49.45580107456493,11.587929818505849,41.57151244392185,B,C,B,1
-21.7420476225798,14.962552053031061,19.53865369060507,3.5399878774625884,19.473350692295227,458.23729824259556,53.68672176487702,10.562069584798275,45.68633509740081,B,B,D,0
